,0,1,2,3,4,5,6,7,8,9,10,11
0,16.7,26.222698211669922,50.5,86.8758773803711,45.5,37.6,22.6,16.3,15.484770774841309,12.9,18.829925537109375,14.2
1,10.5,26.356281280517578,64.8,53.9,134.0,38.5,53.7,18.1,86.8,16.233434677124023,16.1,47.3
2,19.803815841674805,60.3,92.2,86.7,53.1637077331543,27.7,25.0,46.4,15.457756042480469,13.5,19.163026809692383,16.5
3,10.1,14.0,47.9,112.0,68.3,88.7,57.2,38.7,15.70364761352539,43.7,63.5,36.3
4,23.4,26.10458755493164,146.0,67.9,100.0,38.45094299316406,59.5,32.5,22.6,38.3,43.1,81.3
5,44.1,14.3,36.5,103.0,55.477684020996094,31.7,51.9,19.02481460571289,14.1,13.1,12.9,18.388517379760742
6,19.8,26.2,54.5,56.9,53.18376541137695,40.4,23.6,25.9,10.9,10.0,9.3,8.7
7,8.59,11.9,17.9,45.6,118.0,79.5,47.4,16.2,14.1,16.7,18.90468978881836,18.5
8,11.2,11.3,23.5,149.0,53.18122482299805,85.6,51.4,17.9,14.2,10.8,15.6,18.7
9,27.9,20.7,64.5,135.0,31.0,15.8,22.1,19.039398193359375,9.5,9.5,8.8,8.0
10,11.2,33.2,56.85284423828125,92.8,53.6,47.5,17.9,12.2,8.9,9.0,11.1,13.4
11,13.7,26.325092315673828,69.1,134.0,53.3,55.8,21.3,12.8,16.0,10.3,9.0,16.9
12,9.44,27.9,56.83740234375,73.4,50.0,24.4,27.97872543334961,21.8,31.0,17.1,14.3,18.527751922607422
13,15.7,27.4,44.1,34.0,29.4,36.9,20.1,10.3,10.4,16.592666625976562,26.3,21.8
14,21.7,10.3,27.2,27.1,68.5,56.2,42.2,37.1,16.2,23.7,18.90520477294922,13.0
15,9.22,11.9,35.3,65.9,24.4,43.4,28.6,14.4,12.8,28.9,52.8,22.8
16,19.8,13.0,65.4,110.0,51.9,21.0,23.1,23.8,55.7,17.9,18.8,61.0
17,37.6,36.3,66.5,88.0,55.9,41.4,20.4,12.2,9.6,15.3,13.4,18.1
18,19.0,42.9,56.9,69.5,79.3,40.4,27.77422332763672,14.4,25.4,16.7,26.8,119.0
19,45.2,16.4,26.4,90.21541595458984,65.0,22.9,18.5,11.9,15.614596366882324,36.4,21.6,42.6
20,21.9,28.8,57.072174072265625,89.0,93.5,51.6,37.1,41.0,53.0,63.3,27.6,37.1
21,34.3,26.1,57.13255310058594,88.6,62.6,119.0,71.4,21.4,27.9,54.6,56.7,20.0
22,18.1,23.4,105.0,181.0,73.4,36.8,27.4,18.5,13.8,13.9,14.3,23.8
23,15.6,28.5,117.0,86.94367218017578,53.19049072265625,38.46699905395508,26.2,12.2,15.422560691833496,9.7,9.9,11.8
24,19.795578002929688,20.1,80.0,72.8,53.161502838134766,29.1,48.1,19.1,15.44250202178955,29.7,40.6,18.1
25,27.3,95.7,83.6,86.87828063964844,29.3,36.5,24.1,63.3,29.9,44.7,71.5,18.6800479888916
26,37.9,13.9,37.1,91.34812927246094,33.1,13.0,17.8,15.3,9.85,21.0,23.0,9.93
27,8.7,36.1,52.47092056274414,89.63125610351562,51.5,20.5,27.976930618286133,31.5,16.6,19.8,39.3,44.8
28,19.77159309387207,32.5,88.1,136.0,107.0,33.3,83.1,68.6,24.8,15.6,15.4,18.728057861328125
29,19.78912925720215,26.5,106.0,205.0,62.9,108.0,45.8,44.1,31.1,15.0,29.0,19.517953872680664
30,44.6,70.1,76.6,89.984130859375,33.5,38.37539291381836,18.3,18.1,15.613178253173828,39.6,52.7,40.5
31,30.9,23.0,101.0,137.0,67.2,39.25049591064453,27.63872718811035,24.4,15.4,16.6,19.9,48.1
32,26.4,43.7,50.6,76.1,22.5,41.7,28.3,23.1,11.4,18.1,19.2,26.9
33,67.1,26.12530517578125,70.9,84.9,79.3,66.8,27.724666595458984,35.2,25.3,17.028165817260742,24.7,83.1
34,37.5,21.6,43.5,62.9,31.0,30.4,35.6,21.1,11.2,10.0,8.6,12.1
35,9.6,8.0,29.8,77.3,40.3,57.9,10.9,19.004671096801758,7.9,8.7,9.8,9.8
36,19.88233184814453,15.7,40.3,87.9,22.0,54.5,16.0,12.8,19.4,14.1,14.3,12.0
37,22.7,33.5,56.80704116821289,86.9863052368164,26.0,22.8,37.8,18.3,10.9,12.5,10.4,14.2
