"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",100,352,254,458,284,170,133,109,61.2712785193585,80.8,106,99
"2",73.8,229,387,254,581,267,291,98.8,100.646824795487,191,140.449358893583,138
"3",327,465,265,437,303,292,246.92948102814,233,106.011994981449,102,99,107
"4",87,140.341386278028,202,300.011316426442,398,486,323,347,121,183,254,290
"5",192,218,665,511.229170193645,522,207,143,168,141,151,184,418
"6",323,126,314,327.453095941892,406,206,195,154,86.7,71.8,44.2631310656639,68.1
"7",74,161,174,275,249.491947319692,174.834510687688,137,84.6419799186358,57.2,50,40.6134311380544,45.1
"8",48.2,71.7,97.2,203,273.033250557334,310,207,104,85.4,61.3954566498403,67.4,52.4410174352679
"9",58.1,104,365,432,469,287.752096753948,167.181697944697,96.7,86.6,49.2,58.3771846789535,81.5
"10",138,147.797489726892,229.479753341737,398,185,129,115,81.8,59.2330106677206,42.9,39.9,32.9
"11",73.8,143,93,386,337,306,144.629772581649,57,45.6355986960663,38.8,42.7,69.8
"12",67.9,153.588848688736,295,293.964530665485,286.612719733738,303,117,55.5,69.6,55,45.5,70.2
"13",51.6,57.6,204,216.59508673288,286,187,118,98.7,66.6525910829484,62.8740344520462,82.4,114
"14",76,118,170,146,181.537867895064,164,99,50.6,28.3413819567214,57.1,88,85
"15",75.5,48.7,92.8,170.318953129984,290,312,222.999791638395,210,85.9,136,134,89
"16",73.7,96.8,132,170.306933040872,129,122.819129205047,113,64.2,56.7,94.1,151,88
"17",67.7,62.3,192.176375391737,395,206,100,68.3,73.9233250267992,122,78.5,121.165262355183,175
"18",155,128,172,294,214,244,107,61.4,65.9,77,70.9,90.2
"19",106,160,167,209,342,286,152,85.8,122,100,131,101.556857407755
"20",111.405115552445,127,174,303,336,132,103,87,222,164,99.1,109.888315861374
"21",182,149.728863292625,202,412,430,240,249.852184412676,270,208.136888440628,163.794054465486,135,144.863506515171
"22",243,145,156,331,291,526,441,143,166,259,278,144.949618506152
"23",147,232,496,527.041151827698,456,243,240,149,121,908,463.690132499301,137
"24",105,257,388,674,351.636656773688,92.5,126.910657491813,77.5623020815252,90.9,49.7,45.9,47
"25",57.9,76.7,222,255,166.260766378928,136,271,152,263,183,166,113.616285094411
"26",172,320,218.821661055713,154,124,132,92,241,129,154,239,116
"27",210,111,160.834358889895,255,186,85,71.4,68.8,53.7,67.8143814244105,111,81
"28",91.7,114.747023715542,286.19407105765,499,249,181,103,81.8339969822293,89.6918736235013,107.184126745263,177,136.290065500669
"29",130,143,437,637,531,286,368,240.418738049329,205,122,107,172
"30",195,167,438,814,336,218.660553446407,244,216,210,86.6,106,128.323674711308
"31",148,269,296,167,199,189,94.5,87.9,115.651916568742,159,226,200
"32",118,140,368,430,316,199,145,121,73.2,105,93.1,90.5285018328596
"33",152.303281297795,168.594679920456,303,277,147,152,145,108,63.4,74.4,139,112
"34",348,234.516288632211,239,334,264.666040310369,343,357,201.865403397635,134,118,120,292
"35",182,161,201,236,162,154,166,92.8977566406147,58.2,40.4004012575028,29.1595217325549,53.3
"36",41.3307700918465,48.8,107,261,208,225,75.8,45.7,31.4,34.5,46.1,44.7
"37",46.2,62.7,180,313,131,172,101.613679749542,56.6,67,113,79.6,67.9
"38",99.7,115,113,134,201,138,173,118,81.1,83.7,81.7,120
