"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",100,175.161341448421,264.307402352192,207.924892129863,159.52212800074,170,133,109,98.7,80.8,106,99
"2",135.462403235178,252.458140602495,387,282.408433108727,218.488988307006,267,291,98.8,247,191,142.353807391989,185.477480979775
"3",205.642260091477,267.517087303105,265,437,365.538776417385,256.845008528292,221,181.233843860076,147.246586534946,102,99,107
"4",87,185,202,499,398,486,323,347,121,128.320754122217,236.296043621625,290
"5",283.805359626354,373.376115811371,665,307,522,207,143,168,141,151,151.631916466467,263.467227826057
"6",323,126,314,463,406,217.257965817599,153.932015028907,154,86.7,71.8,66.8,68.1
"7",61.5522245560689,53.1215691850128,156.519018599432,230.130166261203,180,154,137,104.239163985309,55.6306836073059,47.5106713211954,39.3578737366352,45.1
"8",61.0761216846288,101.551404210011,180.433547882492,265.925408283721,421,318.281134095478,188.61863370251,104,85.4,96.1,67.4,82.1
"9",58.1,104,365,432,469,364,277,96.7,86.6,49.2,64.4,81.5
"10",68.0991249423144,116.056752486318,196,398,185,129,115,81.8,43.5,42.9,39.9,32.9
"11",96.4453953195705,134.789777158045,216.184894979682,271.720409493732,337,306,88,57,37.2,38.8,42.7,69.8
"12",67.9,115,295,324.26792541225,339.08245931613,214.503664087795,114.445150976833,55.5,69.6,55,49.2804393310946,62.7840506867642
"13",51.6,57.6,204,222,216.655694468514,201.816129006832,118,98.7,154,101.95703283202,92.487105156809,114
"14",76,118,170,146,129,164,99,87.8822176906504,50.4604381708011,57.1,88,85
"15",75.5,79.8142213233829,63.8521615010792,104,290,312,244,210,119.798502252838,94.0052909782407,134,89
"16",73.7,96.8,132,179.888833890635,188.851925644092,172,113,64.2,56.7,73.0921649602731,88.9210453500293,88
"17",89.5950223932062,83.3557321145684,186,395,206,118.553977089125,64.4985952957878,68.5,122,78.5,83.2,175
"18",155,128,182.680805819822,212.868384707752,214,244,107,61.4,62.7442463536087,55.5617805204821,68.2826551032064,87.8796434613268
"19",106,145.444734476701,156.127839192806,209,342,286,152,85.8,122,100,131,216
"20",345,127,174,252.042413270333,255.766255346275,132,103,87,222,164,99.1,224
"21",182,133,202,412,430,240,198,270,221.377393334642,161.993967820165,157.48983961745,176.196667491228
"22",243,145,156,331,291,526,441,143,166,259,335.517494211591,121.997785910486
"23",147,232,496,379.390695711703,294.875433620363,243,240,149,121,908,921,137
"24",105,257,329.029338070617,307.494787694255,223,92.5,104.300200006899,100.888802569557,90.9,49.7,45.9,47
"25",83.3982346003889,122.368366570649,172.33635093731,186.527903670967,161.235437024834,118.382634097169,83.1897335492644,161.358052461129,263,183,91.6549902725066,78.0332314756801
"26",122.523696583822,178.323100620409,155.885909770754,156.118756288312,140.749243841822,132,92,241,169.158403946085,74.036349044103,84.1849865644811,69.243928596906
"27",77.5596500356258,94.952794154579,158.654177373747,181.883868703215,159.775061365213,85,71.4,68.8,74.5758117496398,73.9111860327085,111,81
"28",91.7,194,268.535296594615,330.18904321871,254.2250342915,162.025556731004,103,155,78.9,105,177,224
"29",130,143,437,637,531,286,368,376,205,122,128.054495257186,162.480852214004
"30",195,167,438,814,336,230.397296679156,340.229105512546,256.586744220834,118.838165711325,86.6,106,92
"31",148,269,380.51386896211,348.916974012172,193.035328860308,147.625728845561,94.5,99.4494424160836,92.1387491894486,159,226,200
"32",118,140,368,430,284.798343018455,200.516499113844,127.98394998714,99.3315241171153,73.2,105,93.1,212
"33",120,176,303,277,214.120194695789,135.156944227553,112.527474482007,111.443191807781,119.696397107266,117.752309240646,139,112
"34",348,225,239,334,318,235.831788696105,246.908206858892,219,134,118,120,292
"35",182,161,201,236,217.805364059996,189.617653731828,166,121,58.2,38.7,37.1,53.3
"36",46.2,48.8,107,173.789820368732,194.071581878218,225,148.388115940563,39.6918874192858,31.4,34.5,46.1,44.7
"37",46.2,77.6325296364112,168.076515077643,313,131,172,99.1,75.4124183800996,72.1855516186322,113,91.7153422678374,81.9532984420143
"38",99.7,115,113,134,152.581630675759,185.288752908147,173,118,81.1,83.7,81.7,120
