NA,140.001863063759,254,458,284,170,133,109,98.7,80.8,NA,33.6737811044347
73.8,229,387,254,581,267,291,NA,132.788959194832,191,85.5,138
327,465,265,437,303,292,221,233,116,NA,70.2892280965362,107
87,185,202,499,NA,277.661575764366,323,347,121,183,254,290
NA,349.508198675226,665,307,522,207,143,168,141,NA,228.904196285953,418
323,NA,337.200434740349,463,406,206,195,154,NA,60.4909991994656,NA,107.199751460755
74,NA,207.724997111376,275,180,154,137,93.7,57.2,NA,36.1792289861237,45.1
48.2,71.7,97.2,203,NA,273.502284290875,207,104,85.4,96.1,NA,50.7171178226154
58.1,104,365,432,NA,318.169118156242,277,96.7,86.6,49.2,64.4,81.5
138,126,196,398,NA,156.090431750981,115,81.8,43.5,42.9,NA,52.1436640969899
90.0465958897162,NA,NA,171.762733697684,204.69049530422,NA,NA,46.296241625994,37.2,38.8,42.7,69.8
67.9,115,NA,248.330316829528,271,303,117,NA,36.6207926621559,31.2582227383333,NA,70.2
51.6,57.6,204,222,286,187,118,NA,63.2836729251114,51.8114646247432,NA,114
96.6860139023511,NA,170,NA,182.904650386752,164,99,50.6,45.4,57.1,88,85
75.5,48.7,92.8,104,290,312,244,210,85.9,136,134,89
73.7,96.8,NA,147.67862137804,NA,119.20408870072,113,NA,58.6884254018897,94.1,NA,118.436409944785
NA,92.2321276435009,186,395,206,100,68.3,68.5,NA,77.2278733577585,83.2,175
155,128,NA,215.861814617296,214,244,107,61.4,NA,59.5808120897849,70.9,90.2
106,160,167,209,342,286,152,85.8,122,100,131,216
345,127,174,303,336,132,103,87,222,164,NA,120.492900158301
182,133,202,412,NA,228.988399371424,198,270,NA,163.400628914833,135,173
243,145,156,331,NA,141.299929570879,124.05782528872,NA,166,259,278,124
147,232,NA,434.537243804297,456,243,240,149,121,908,921,137
105,257,NA,250.479403567575,223,92.5,95.7,67.2,NA,164.040272243023,45.9,47
57.9,NA,183.747732880888,255,188,136,NA,264.437642578928,263,183,166,135
172,320,233,154,124,132,92,241,NA,158.069348742456,239,116
210,111,NA,208.53010992995,186,85,71.4,68.8,53.7,107,111,81
91.7,194,343,499,249,181,103,155,78.9,105,177,224
130,NA,336.449522298284,637,531,286,368,376,205,122,107,172
195,167,438,814,336,NA,318.202226252279,216,210,86.6,106,92
148,269,296,167,199,189,94.5,87.9,NA,104.408964543824,116.166927227376,NA
118,140,368,430,316,NA,137.447408282796,121,73.2,105,93.1,212
120,176,303,NA,187.974247265736,152,145,108,63.4,74.4,139,112
NA,225,239,334,318,343,357,219,134,NA,188.480027674711,292
233.253942047958,159.507904449375,NA,196.826763312535,NA,154,166,121,NA,32.9801179395933,37.1,53.3
46.2,48.8,NA,181.597324947209,208,225,75.8,NA,35.3734098351627,34.5,46.1,44.7
46.2,62.7,180,313,131,172,99.1,56.6,67,113,79.6,67.9
99.7,NA,102.60554580073,134,NA,176.380970010237,173,118,81.1,83.7,81.7,120
