0.634,1.43,0.981,NA,0.858315825462341,1.4,NA,0.931406080722809,0.388,0.271,0.326,0.21
0.236,0.508,NA,1.46,2.73,1.46,1.94,NA,0.60779994726181,0.456,0.338,0.793
NA,0.633429348468781,1.50877022743225,1.67212164402008,NA,0.98,0.692,2.38,0.358,0.415,0.394,0.355
0.322753846645355,NA,1.07841944694519,2.66782307624817,0.525643765926361,NA,0.785735189914703,NA,0.51,0.805,NA,0.377736836671829
0.547,0.581,NA,NA,2.06076097488403,NA,1.81,0.989,1.52,NA,1.19799029827118,2.42
1.48,0.588,1.86,4.28,1.71,0.734,1.74,1.61,0.616,NA,0.563414037227631,0.38
0.347,0.323,0.852,0.925,NA,1.68942105770111,0.728,1.23,0.41,0.435,0.328,0.432
NA,0.543633997440338,1.88811564445496,NA,NA,1.79780673980713,1.21,0.506,0.295,0.302,0.372,0.428
0.387,0.272,2.51,NA,1.73021709918976,2.91,1.94,0.377,0.392,0.351,0.374,0.375
NA,0.444001793861389,1.52,1.72,NA,0.543299496173859,0.55,0.358,0.235,0.298,NA,0.389680594205856
0.302,NA,0.737020552158356,1.23,NA,0.688074827194214,0.464,NA,0.291102916002274,0.236,NA,0.218156352639198
0.414,0.422,NA,3.25,1.89,2.38,NA,0.288110941648483,NA,0.283900886774063,0.274,0.307
0.40687358379364,NA,0.784520447254181,1.25304973125458,NA,0.636,0.309,0.296,0.601,0.277,0.22,0.287
0.365836381912231,NA,NA,1.25236618518829,NA,1.50474107265472,0.399,0.269,0.246,0.279,0.381,0.301
0.348,NA,1.84976673126221,0.539,1.54,1.78,2.97,1.8,NA,0.605,0.621,0.3
0.338,NA,0.912904143333435,1.79,0.62,1.69,NA,0.524444341659546,0.353615045547485,0.473894476890564,NA,0.28
0.318,0.158,1.35,3.54,NA,1.45848548412323,0.917,1.74,1.58,0.686,0.505,1.69
0.996,0.732,1.32,1.38,0.727,1.37,0.518,NA,0.604512393474579,0.487,0.386,0.327
0.325,0.724,1.28,1.16,2.7,0.895,0.342,0.363,0.845,NA,0.423189729452133,3.39
1.69,0.468,0.725,5.23,2.32,0.666,0.497,0.424,1.45,0.627,0.467,0.898
0.496,NA,1.86757469177246,2.48466157913208,NA,NA,1.82431149482727,1.43,1.23,0.938,0.591,0.761
0.63,NA,1.73264527320862,1.5,1.17,2.1,2.07,0.443,NA,0.566377460956573,NA,0.352878928184509
0.344,0.414,2.2,3.83,1.88,1.46,0.863,NA,0.393530428409576,0.42,0.408,0.438
0.4088474214077,NA,NA,1.91925203800201,1.62571144104004,NA,0.446,0.208,0.277,0.181,0.254,0.239
0.194,NA,1.44747090339661,0.846,0.491,NA,0.648847997188568,0.47,1.69,0.858,NA,1.19843304157257
1.12,1.74,1.39,0.819,0.583,0.974,0.975,NA,1.27472245693207,1.28,NA,0.389872044324875
0.669,NA,2.35920786857605,2.58,0.49,NA,0.647310018539429,0.373,NA,0.304157942533493,0.3,0.23
0.237,0.668,2.11,2.21,1.04,NA,NA,0.552001059055328,0.438,0.502,0.907,0.73
0.384,0.462,2.28,NA,1.83416032791138,1.07256555557251,1.68542790412903,NA,0.99,0.378,0.345,0.395
0.319,NA,1.80117702484131,4.5,1.17,3.32,1.15,0.889,NA,0.368681252002716,0.367,0.348
0.537,0.762,1.13,0.695,0.587,0.441,NA,0.502123057842255,1.41,1.75,1.35,0.879
0.382,0.452,2.61,3.27,NA,1.93869245052338,1.65,0.658,0.368,0.418,0.348,1.22
0.501542448997498,NA,NA,1.16224873065948,0.464,1.49,NA,0.731195271015167,NA,0.304251492023468,0.323,0.413
1.63,0.633,2.12,1.92,2.09,NA,2.00339508056641,1.07,0.44,0.446,0.729,1.85
NA,0.863237798213959,NA,1.32973682880402,0.643,1.86,1.06,NA,0.364735513925552,NA,0.368654131889343,0.318
0.245,0.229,0.558,1.92,NA,1.84697329998016,0.225,0.2,0.204,NA,0.394176989793777,0.267
NA,0.617213845252991,1.42,2.24,0.466,2.74,0.686,0.4,0.321,0.327,0.325,0.209
0.255,0.573,0.518,0.76,0.909,NA,0.453927308320999,0.297383397817612,NA,0.303,0.344,0.33
