"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",100,352,441.852508724755,458,284,170,133,109,98.7,80.8,106,99
"2",149.673390595224,229,387,254,581,267,291,98.8,247,191,75.4532939205494,138
"3",327,465,265,437,303,292,221,233,116,102,99,107
"4",87,114.755756721178,202,161.589352523618,398,486,323,249.509108004077,121,183,254,290
"5",192,218,230.975190889732,307,223.372613122496,207,143,168,141,151,184,418
"6",323,126,273.123018867924,463,406,103.178959226299,195,154,86.7,71.8,112.583849056604,68.1
"7",74,161,174,275,180,58.2459381423118,137,93.7,57.2,50,39.7,45.1
"8",48.2,71.7,97.2,203,421,310,207,104,85.4,96.1,67.4,82.1
"9",93.3925826548419,104,365,432,469,364,277,96.7,86.6,49.2,64.4,81.5
"10",138,126,196,290.827956195034,185,129,115,88.8345121376744,43.5,42.9,39.9,89.2268083292249
"11",73.8,143,93,386,141.674314313323,306,88,57,90.1738411042895,38.8,42.7,69.8
"12",67.9,115,295,479,271,303,117,90.3794601748513,132.423958448335,179.466859618431,126.420902881656,70.2
"13",51.6,57.6,204,222,286,256.892121494253,118,98.7,154,98.1,82.4,194.016427422233
"14",76,118,170,146,129,164,99,50.6,45.4,57.1,88,85
"15",75.5,73.8575810386894,92.8,104,290,312,244,210,85.9,136,134,89
"16",73.7,96.8,132,210,129,103.093005983057,113,64.2,56.7,94.1,151,88
"17",48.3289669421899,62.3,186,395,206,100,68.3,59.2082149118604,122,78.5,83.2,71.0289362635216
"18",155,128,172,294,214,64.9772438093374,107,61.4,65.9,77,70.9,90.2
"19",106,81.1689748979844,167,209,342,286,152,117.734635835291,122,100,131,216
"20",345,203.698141793038,174,231.27159152561,336,132,103,87,222,164,165.71820849793,224
"21",182,133,202,412,430,240,310.202244812589,270,225,229,135,144.98583181458
"22",243,145,156,331,291,526,441,374.716183268765,166,259,239.104612181021,124
"23",147,232,496,511,456,243,240,149,121,115.412698632967,921,261.1688003422
"24",105,257,388,674,223,92.5,95.7,67.2,90.9,49.7,45.9,47
"25",68.3938934797204,76.7,222,255,188,136,271,152,263,183,94.7605663686289,135
"26",172,144.986696784918,233,154,124,132,92,241,161.455370342387,154,239,116
"27",210,136.439404842526,191.852357253686,255,228.109629971098,85,71.4,68.8,53.7,107,111,81
"28",91.7,194,418.310989284824,499,249,181,103.176189882881,155,78.9,105,177,50.6716920009968
"29",130,143,437,637,531,286,368,376,146.981477008614,122,107,172
"30",175.155517682147,167,647.241341530221,814,336,469,244,216,210,86.6,106,92
"31",148,269,296,167,199,189,94.5,87.9,169,159,226,200
"32",118,140,368,430,316,96.0263531369287,145,121,73.2,105,93.1,212
"33",120,176,303,277,147,152,145,78.2480291758186,63.4,74.4,139,71.0693109028077
"34",348,225,239,334,318,343,357,219,134,118,120,292
"35",182,161,201,327.517921153028,162,154,166,121,58.2,48.3121327168506,37.1,53.3
"36",46.2,48.8,107,156.233248050194,208,91.5063781826139,75.8,45.7,31.4,34.5,23.2903267926679,29.474559527988
"37",46.2,62.7,180,323.195909842346,131,172,99.1,56.6,83.3797801804578,113,79.6,67.9
"38",99.7,115,113,134,201,138,173,118,81.1,83.7,81.7,64.2117007597896
