,0,1,2,3,4,5,6,7,8,9,10,11
0,41.3,203.0,131.0,232.0,129.0,102.0,70.5,53.7,47.3,35.9,53.8,39.7
1,31.1,128.0,218.0,138.0,345.0,108.0,133.0,47.7,62.14980765058274,67.2536029550374,78.98172443985256,119.16121713027
2,186.0,230.0,166.0,290.78484171856564,127.597093773793,70.3348015866049,67.51346022211524,103.0,38.3,39.4,36.3,43.6
3,31.7,69.6,107.11230047145318,184.09312821172,198.0,238.0,171.0,162.0,50.9,107.0,159.0,161.0
4,88.9,128.0,445.0,181.0,297.0,104.0,95.9,94.2,74.3,67.8,94.4,234.0
5,182.0,173.03442586271274,172.567108926862,287.0,207.0,80.0,122.0,85.6,44.2,42.0,41.9,45.7
6,46.3,95.3,140.0,153.0,97.0,93.1,71.9,56.6,27.3,25.2,19.9,24.3
7,23.8,38.0,65.4,133.0,263.0,175.0,129.0,59.8,46.6,54.2,40.3,51.6
8,45.5,54.8,264.0,292.0,282.0,245.0,155.0,47.5,32.5,27.2,37.4,47.3
9,81.2,71.6,153.0,264.0,118.4774341799749,99.5033496067429,47.9831239886914,28.774609238619934,27.0600067562876,31.73948314362714,22.0,17.1
10,56.921505740601546,91.9466410436424,61.5,270.0,153.0,144.0,41.7,30.6,15.4,20.0,25.7,41.2
11,50.958465352072835,108.490510294932,199.0,331.0,132.0,158.0,59.0,27.0,34.0,24.6,19.7,37.8
12,28.6,47.1,138.0,144.0,152.0,52.2,47.9,47.4,76.4,46.08016761052707,39.9643464159312,68.6
13,48.7283772785664,79.72395220720158,97.3,74.9,108.25023251160135,81.996949038961,42.8,20.3,22.8,25.4,52.0,50.0
14,36.330390928780744,89.2658489217192,51.1,47.0,163.0,137.0,120.0,98.6,34.8,69.9,68.6,35.2
15,30.8,40.4,89.7,132.0,52.7,98.8,58.2,30.0,18.5,55.8,94.6,59.1
16,56.107471958905,147.30113809083753,131.0,262.0,110.0,43.3,45.3,41.6,83.8,35.2,39.5,132.0
17,96.0,79.7,128.0,178.0,109.0,114.0,47.8,27.9,27.2,33.7,28.7,36.8
18,51.1,106.78453134718971,196.844485270584,127.0,169.0,107.0,112.46290288453375,48.6316664894476,52.8,44.608919298609635,42.6935482492356,196.0
19,59.5116335860853,109.60008724493512,103.0,200.0,167.0,71.8,55.7,46.4,131.0,87.8,51.6,128.0
20,81.2,86.5,127.0,286.0,221.0,131.0,102.0,128.0,121.0,133.0,70.0,111.0
21,141.0,93.5,95.7,210.0,156.0,393.0,273.0,69.2,85.7,158.0,169.0,66.9
22,122.2766955269913,68.4610385642761,185.01956234382968,298.825983538942,262.0,125.0,117.74462076094954,61.7851884997341,62.750529138151514,46.792418555848,46.9,68.8
23,46.4,118.0,288.0,285.41495022814024,158.624481293615,36.5,51.5,27.7,32.5,25.6,54.9462083298674,118.811188662479
24,88.30965546556651,137.80436526946,186.0,149.0,76.5,72.0,160.0,66.5,145.0,90.7,100.0,75.8
25,95.0,238.0,172.0,221.78314142176046,102.783169405222,71.6,55.3,160.0,78.4,95.2,132.86124928523182,81.2650837395934
26,123.0,58.5,121.0,170.0,79.7,33.9,39.9,39.5,22.2,54.1,61.1,43.0
27,45.8,106.0,239.0,333.0,159.4964981575024,74.7272175687843,42.4,82.1,45.1,49.8,81.8,111.0
28,55.6,71.4,267.0,320.0,278.0,155.0,116.26585936973072,59.1383131080115,46.144437136996764,42.2193598593799,47.1571448908329,96.42419505833402
29,96.6,81.9,300.0,536.0,164.0,297.0,125.0,121.0,92.1,40.2,68.6,45.3
30,102.0,177.0,150.2822239017115,161.95302438646,86.5,86.3,47.8,42.9,112.0,93.2,137.0,123.0
31,73.1,81.7,256.73840016563474,381.530264196332,156.0,93.6,83.8,55.4,33.2,48.7,45.8,141.0
32,73.1,118.0,177.0,182.0,55.1,88.3,73.1,50.2,74.18962488345868,47.5357197766247,65.7,72.1
33,210.0,142.0,177.0,219.0,190.0,194.0,246.0,119.0,67.5,52.5,67.4,203.0
34,108.0,80.4,126.0,150.0,82.1,90.8,92.8,60.0,34.426351339952255,33.4186612972839,21.0,34.2
35,56.66053619175272,54.5312910746588,78.1,184.0,104.0,131.0,30.2,21.3,17.2,26.115883433212815,22.8365353177687,25.8
36,26.2,40.3,122.0,117.51247515483553,111.227711154183,79.40458998509695,36.5239967381746,50.40852305301201,34.771464404112,59.2,42.4,30.5
37,60.4,79.0,107.62387033849082,133.608923611885,94.3,67.6,84.7,46.9,29.6,34.4581878321366,27.523780050972,56.1
