"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",100,352,254,458,284,170,133,109,75.3638014841703,76.8687771605936,106,99
"2",73.8,229,202.961321668838,254,581,267,291,98.8,247,191,128.005489526547,138
"3",245.512982122713,465,265,437,295.10387092572,292,221,233,116,102,63.4449906589172,63.168373910486
"4",87,115.706573527342,202,499,398,486,323,347,121,183,198.049905708515,290
"5",212.310146261421,218,665,307,522,207,143,168,141,151,184,418
"6",323,126,237.394700128035,463,406,206,195,154,86.7,71.8,66.8,68.1
"7",74,161,174,275,179.810311057461,154,137,93.7,57.2,50,34.1873946268756,33.9413352611987
"8",48.2,48.6032640651852,97.2,203,421,310,207,104,85.4,96.1,67.4,82.1
"9",58.1,104,365,432,345.034755573978,364,277,96.7,86.6,54.9952642321156,64.4,81.5
"10",138,126,196,398,185,129,115,66.3080454866695,43.5,42.9,39.9,32.9
"11",73.8,61.782631229468,93,386,337,306,88,57,37.2,38.8,42.7,38.0494437991614
"12",67.9,115,295,242.965286376501,271,157.092677504285,117,55.5,69.6,55,52.7152102444281,70.2
"13",72.2453662781816,109.765071691738,204,222,286,165.094290898071,118,98.7,154,98.1,82.4,114
"14",76,118,170,146,129,164,99,50.6,45.4,57.1,88,85
"15",75.5,48.7,92.8,158.96535815937,290,312,244,210,85.9,136,134,89
"16",73.7,96.8,132,109.219997885418,129,172,113,67.7090176870499,62.5651462601267,94.1,151,88
"17",67.7,62.3,186,395,206,100,68.3,68.5,122,78.5,83.2,175
"18",155,128,172,294,232.411769824457,244,107,61.4,65.9,77,70.9,90.2
"19",106,160,167,209,342,208.894117589281,152,85.8,122,100,131,216
"20",345,127,177.920539197746,303,336,132,103,87,222,132.925456295411,99.1,224
"21",182,133,202,412,430,240,198,270,225,229,135,173
"22",243,145,156,331,291,526,441,143,166,259,278,124
"23",147,232,496,511,456,243,240,149,121,908,921,137
"24",105,257,388,674,223,92.5,43.4599692869273,67.2,90.9,49.7,45.9,47
"25",57.9,76.7,222,255,167.469441871925,136,271,152,263,183,166,135
"26",172,98.6066079928164,70.5353193986351,79.6091523343041,124,132,92,241,176.990344238485,173.664195838021,239,116
"27",210,111,157.460088554631,255,186,85,71.4,68.8,74.4144274712476,107,111,81
"28",91.7,180.133857957337,343,499,249,181,103,155,78.9,105,177,224
"29",130,223.813037962652,437,413.859905993873,531,286,368,376,205,122,107,172
"30",114.669305342661,167,438,814,336,469,244,216,210,86.6,106,92
"31",148,186.275426789629,296,167,199,189,94.5,87.9,169,159,101.460869798378,77.8718986583983
"32",118,140,368,293.101938658516,316,199,145,121,73.2,105,93.1,212
"33",120,176,303,277,147,152,145,108,63.4,74.4,139,112
"34",348,225,239,334,318,343,357,206.426474098868,134,95.2177988880134,120,292
"35",182,161,201,150.214164730112,162,154,166,93.0280808280673,58.2,38.7,37.1,53.3
"36",46.2,48.8,107,261,208,120.434151082932,75.8,45.7,31.7607622943703,34.5,34.018011378816,44.7
"37",46.2,62.7,180,313,131,172,99.1,69.7111065596732,67,113,79.6,67.9
"38",99.7,115,113,134,201,138,173,103.047835288425,81.1,63.5789421695049,81.7,120
