"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",16.7,73.3,50.5,72.2,45.5,56.0942814467941,20.1496954918035,16.3,18.5,12.9,26,14.2
"2",12.5271458075304,26.2609778441436,33.1496806979705,87.6594481889847,134,50.8227811972091,33.8292457645045,18.1,86.8,30.9,16.1,47.3
"3",56.4,60.3,92.2,86.7,76.3155671950379,66.5722949689869,25,46.4,15.6,13.5,14.3,14.9537260044331
"4",10.1,14,47.9,112,118.743040321385,96.4166024924402,57.2,38.7,18.8,12.5727925046173,47.6167704926857,21.062972740755
"5",23.4,20.2198547001735,61.0807984755906,67.9,100,42.158825160487,25.441387062768,32.5,22.6,38.3,43.1,81.3
"6",44.1,14.3,36.5,103,69.2,31.7,22.8191598481072,22.016749491049,12.6274564328009,11.9465885022454,12.9,13.2
"7",19.8,26.2,54.5,56.9,44.4,40.4,23.6,25.9,10.9,10,9.3,8.7
"8",8.59,11.9,17.9,45.6,118,79.5,47.4,16.2,14.1,16.7,15.8,18.5
"9",11.2,11.3,23.5,149,102,85.6,51.4,17.9,14.2,10.8,15.6,18.7
"10",27.9,16.2248017433572,87.9786813158931,122.45445215098,22.7090271430767,10.4551754468088,19.7012089784308,15.8,9.5,9.5,8.8,8
"11",11.2,13.9250259721135,42.1611558835379,92.8,20.904154290807,52.8340039592859,17.9,12.2,8.9,9,7.04074346904613,13.8650781093514
"12",13.7,17.8,48.9484513480771,129.631821360633,26.7212389493225,63.8706123989739,21.3,12.8,16,10.3,9,16.9
"13",9.44,27.9,111.393996814321,106.369383833267,50,24.4,16.7,21.8,31,12.0284022664123,12.0447684634729,31.5
"14",15.7,27.4,44.1,34,29.4,36.9,20.1,10.3,10.4,7.65234998892826,20.0744150052233,21.8
"15",8.9124978115009,10.732079640463,27.2,27.1,122.430121275565,70.7152287811498,42.2,37.1,16.2,23.7,26.3,13
"16",9.22,11.9,32.9478791088934,57.3963296158229,47.3854907871881,66.8923576740484,39.6844813034723,26.6196852090642,12.8,28.9,52.8,22.8
"17",11.0339852889186,31.0243761238243,65.4,118.281138785043,58.442718691306,21,23.1,23.8,55.7,17.9,18.8,61
"18",37.6,30.3500379947431,68.7319811662441,88,55.9,41.4,20.4,12.2,9.6,15.3,13.4,18.1
"19",22.4237747707929,19.3763020382414,56.9,65.067278074224,93.1552982607761,40.4,23.7,14.4,25.4,36.702161270144,18.1967978770675,119
"20",45.2,16.4,26.4,86.4,65,86.275844934347,55.9157587101745,11.9,55.4,36.4,15.7231680020539,14.2213490361137
"21",12.71872,34.5613323764711,45.8,89,93.5,51.6,37.1,41,53,63.3,27.6,37.1
"22",34.3,26.1,59.8043435393743,126.151898878403,62.6,119,71.4,48.3179143000791,21.175497311732,54.6,95.8383187106765,23.724410779199
"23",21.8821580509158,20.477547193489,105,181,48.6051969234135,89.1801158301476,27.4,18.5,13.8,13.9,14.3,23.8
"24",62.4967739543162,22.6569230385624,117,171,30.2,14.6,26.2,12.2,13.6,9.7,9.9,11.8
"25",11.9,20.1,80,72.8,29.1,29.1,48.1,19.1,55.3,29.7,40.6,18.1
"26",27.3,61.80006735941,28.660020788969,46.6,29.3,40.0237493978435,23.8845614120282,63.3,29.9,44.7,71.5,22.4
"27",37.9,13.9,37.1,75.7,33.1,13,17.8,15.3,9.85,21,23,9.93
"28",8.7,36.1,92.9,113,44.4893610660068,81.1805638913253,19.9,21.4134831456742,12.5621252144816,14.5681893532046,39.3,44.8
"29",19.2,32.5,88.1,136,107,55.536118361323,25.646169750685,15.3374152430567,12.0687857650282,20.5242176552715,15.4,24
"30",26.5,26.5,106,205,62.9,108,45.8,44.1,45.5339441136956,32.4554679802956,29,16
"31",27.6402545064831,17.8098131730943,76.6,37.1,33.5,26.8,18.3,18.1,54.2,39.6,35.9740504889368,16.5586778149438
"32",30.9,23,101,137,50.6942472938999,91.1865377689426,44.5,24.4,15.4,16.6,19.9,48.1
"33",43.0965843930953,18.5825467531669,50.6,76.1,20.8253445149482,9.51948009109601,28.3,23.1,11.4,18.1,19.2,26.9
"34",67.1,53,121.989939004777,136.253300218841,79.3,66.8,75.4,35.2,25.3,19.1,23.7831814961102,26.2108892312875
"35",37.5,21.6,43.5,62.9,31,30.4,14.5185979693443,9.17565246338811,11.2,10,8.6,12.1
"36",8.01007839331043,10.7620841073099,29.8,77.3,16.1559674732659,37.3436943317172,10.9,8.4,9.67378346724485,6.02217572635747,9.8,9.8
"37",9.6,15.7,40.3,87.9,22,54.5,16,12.8,19.4,14.1,14.3,12
"38",22.7,33.5,32.9,30,26,22.8,37.8,12.8010758262386,9.67114903655835,12.5,10.4,14.2
