"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",9.45324869178288,14.0407328933684,50.5,72.2,45.5,37.6,22.6,16.3,12.9735101096363,8.12469375290417,6.21016337416394,13.3308081965127
"2",10.5,48.3,64.8,53.9,134,38.5,57.1400353518251,20.1121166625655,17.5049904285292,12.9190760135113,16.1,47.3
"3",53.0303812293057,27.9471580860292,87.0817244709606,124.113658196247,51.3,27.7,25,46.4,15.6,13.5,14.3,16.5
"4",10.1,14,41.8618372248119,41.305569829566,68.3,88.7,57.2,38.7,18.8,43.7,63.5,36.3
"5",23.4,20.8,146,67.9,100,37.2,59.5,32.5,22.6,38.3,43.1,81.3
"6",44.1,14.3,36.5,103,69.2,91.223210325661,23.0310764444302,31.3,14.1,13.1,12.9,13.2
"7",19.8,26.2,54.5,56.9,44.4,40.4,23.6,25.9,13.9231362436695,7.81577931515787,9.3,8.7
"8",8.59,13.5317314086083,35.137640731445,45.6,118,79.5,47.4,16.2,14.1,15.8910123564129,19.803683999589,18.5
"9",11.2,11.3,23.5,149,102,85.6,32.4162605822053,32.3824501339684,14.2,10.8,15.6,18.7
"10",27.9,20.7,64.5,110.616100918812,52.1041540458676,15.8,22.1,22.357019076061,9.79614885331026,9.5,8.8,8
"11",11.2,33.2,24.5,92.8,48.3872493556948,72.5059967053504,17.9,12.2,8.9,9,11.1,13.4
"12",13.7,17.8,69.1,134,53.3,55.8,21.3,27.5708167640709,18.8016939252336,10.3,9,16.9
"13",9.44,27.9,61.7,171.13826154771,23.6283911340143,24.4,16.7,21.8,31,17.1,14.3,31.5
"14",15.7,27.4,68.7719159402493,110.596087335068,40.80899540228,68.5720905547351,20.1,28.611712197783,24.4091478304929,11.4,26.3,21.8
"15",21.7,10.3,27.2,27.1,68.5,56.2,36.0796401626339,12.540398012712,16.2,22.5519157393405,28.1046293886383,13
"16",9.22,17.2545049214472,40.2913284069439,65.9,56.0172295192818,62.6499006823476,28.6,14.4,12.8,28.9,52.8,22.8
"17",19.8,13,65.4,110,51.9,21,23.1,23.8,55.7,17.9,18.8,61
"18",37.6,36.3,66.5,88,53.290086605814,15.5097211464717,20.4,12.2,10.0191171002757,9.32546524629625,13.4,18.1
"19",19,42.9,56.9,69.5,73.6934996915134,57.3681126139389,70.0692292148816,14.4,25.4,16.7,26.8,119
"20",45.2,16.4,26.4,113.963224355364,81.8201571761971,103.773016983319,93.3220323063973,27.9704690666233,16.7265591494224,36.4,21.6,42.6
"21",21.9,28.8,45.8,89,93.5,104.57078588264,37.1,41,53,60.2335977341877,75.0642633038313,37.1
"22",34.3,26.1,31.4,88.6,63.6105723299491,79.3959714495102,71.4,21.4,13.0039593827013,10.017248734284,14.4693592828547,33.1191050564757
"23",18.1,23.4,105,181,73.4,36.8,27.4,18.5,13.8,13.9,14.3,23.8
"24",14.8332567294941,19.2093536121673,117,171,30.2,14.6,26.2,12.2,13.6,9.7,9.9,11.8
"25",11.9,20.1,80,72.8,29.1,13.3002214673611,20.1591231618751,19.1,55.3,29.7,40.6,18.1
"26",27.3,34.4091886640049,21.821447019843,55.7444897936676,42.9397501444787,36.5,24.1,63.3,29.9,44.7,71.5,22.4
"27",19.4802323788668,10.8480103895985,37.1,75.7,33.1,13,17.8,15.3,9.85,6.44390360749653,6.14430268580744,9.93
"28",8.7,36.1,92.9,113,63.0857255478976,32.4236992992143,24.1415587173498,15.9003531694292,16.6,11.9467518408144,12.5994266298577,44.8
"29",19.2,22.3932929082021,97.1516456474931,173.213077623273,67.913626576438,35.2168025223008,25.3519532451553,17.1171947093202,13.2063009458628,15.6,15.4,24
"30",26.5,26.5,106,205,62.9,108,45.8,44.1,31.1,15,29,16
"31",44.6,70.1,76.6,37.1,33.5,26.8,18.3,18.1,54.2,39.6,52.7,15.1251276110008
"32",30.9,23,101,207.598503520893,32.1969402212683,32.7,44.5,24.4,15.4,11.7760554628811,10.5546260990251,12.5802614109592
"33",26.4,34.0017860737326,108.315237511824,76.1,59.4190400106876,13.5162604074583,28.3,23.1,11.4,18.1,19.2,26.9
"34",22.1237886723088,46.1637731175871,70.9,84.9,79.3,66.8,75.4,35.2,27.3323971372194,20.8289528356724,24.7,83.1
"35",37.5,21.6,43.5,62.9,31,30.4,14.7058186826974,16.068705263627,11.2,10,8.41172828650293,8.2847751127903
"36",9.6,8,29.8,77.3,40.3,57.9,18.920370609373,17.7240250074427,7.9,8.7,9.8,9.8
"37",9.6,18.4069408187808,48.2578947368421,74.2969209622375,28.6360526315789,54.5,16,12.8,16.3977277209034,6.82894736842105,14.3,12
"38",22.7,33.5,32.9,30,26,8.80463874752904,11.1796668413668,6.92575912264486,6.97611210901287,12.5,10.4,14.2
