,0,1,2,3,4,5,6,7,8,9,10,11
0,0.76189136505127,0.6580520868301392,0.981,1.63,1.114227056503296,2.16840696334839,0.868,0.314,0.388,0.271,0.326,0.21
1,0.236,0.508,1.78,1.46,2.73,1.46,1.94,0.491,3.69,0.456,0.338,0.793
2,1.04,1.65,3.15,2.74,1.13,0.98,0.692,1.9108390808105469,0.550191342830658,0.415,0.394,0.355
3,0.3454592823982239,0.316626995801926,2.39,4.57,1.52,3.08,2.7,1.99,0.51,0.805,0.5640454292297363,1.02550339698792
4,0.547,0.581,1.5338401794433594,3.48579359054565,3.11,0.817,1.0753220319747925,0.914876520633698,1.52,0.835,0.42778435349464417,1.27378976345062
5,1.48,0.588,1.86,4.28,1.71,1.801835298538208,1.26871800422668,1.61,0.616,0.524,0.422,0.38
6,0.29195669293403625,0.504351437091827,0.852,2.6242918968200684,1.98553347587585,2.2634310722351074,1.267857670784,1.23,0.41,0.435,0.328,0.432
7,0.5,0.472,0.8887490630149841,2.40858173370361,0.915633141994476,1.2658052444458008,1.21,0.506,0.295,0.302,0.372,0.428
8,0.356378138065338,0.46914222836494446,2.51,3.18,2.31,2.91,2.478553056716919,1.13773369789124,0.392,0.351,0.34119880199432373,0.380228757858276
9,0.37,0.351,1.52,1.72,1.0434139966964722,2.49402356147766,0.55,0.358,0.235,0.298,0.279,0.227
10,0.302,0.45,0.545,0.9912662506103516,1.14459681510925,1.06,0.7922471761703491,0.270583778619766,0.201,0.236,0.286,0.446
11,0.414,0.422,1.63,3.25,1.89,2.38,0.663,0.302,0.432,0.265,0.274,0.307
12,0.253,0.55240398645401,0.728621482849121,1.13,1.16,0.636,0.309,0.296,3.197021007537842,0.203720703721046,0.22,0.287
13,0.138,0.39,0.666,1.133004069328308,1.24938225746155,0.729,0.399,0.4460988938808441,1.46523249149323,0.566127598285675,0.5873633623123169,0.301
14,0.348,0.163,0.7119800448417664,1.676389336586,1.54,1.78,2.97,0.5989947319030762,0.853885412216187,0.605,0.621,0.3
15,0.338,0.338,0.7133468985557556,1.32510244846344,0.9135982394218445,1.66809737682343,0.537,0.701,0.317,0.494,0.485,0.28
16,0.505445301532745,0.36553311347961426,1.35,3.54,0.974,0.427,0.917,1.74,0.825910210609436,0.835420906543732,0.505,1.69
17,0.996,0.732,1.32,1.38,0.727,0.4133533239364624,0.381000876426697,0.414,0.287,0.487,0.386,0.327
18,0.325,0.724,1.28,1.16,2.7,0.895,0.342,0.363,0.845,0.478,0.3771612048149109,0.437131196260452
19,0.353312224149704,0.41074874997138977,0.725,5.23,2.32,0.666,0.497,1.6185516119003296,0.991542816162109,0.627,0.467,0.898
20,0.4781036674976349,0.33976948261261,1.49,3.36,2.63,1.1,0.885,1.43,1.1741811037063599,0.836576759815216,0.591,0.761
21,0.63,0.689,0.674,1.5,1.17,2.1,2.07,0.443,0.595,1.0,0.733,0.393
22,0.344,0.414,0.7948382496833801,1.90114176273346,1.88,1.46,0.863,0.575,0.383,0.42,0.408,0.438
23,0.505914151668549,0.5175295472145081,2.7,3.08,0.488,0.402,0.446,1.8632915019989014,0.517004072666168,0.181,0.254,0.239
24,0.194,0.27,1.03,0.846,0.491,1.2982505559921265,0.976061582565308,0.47,1.2232385873794556,0.541082859039307,0.4957420229911804,0.618585526943207
25,1.12,1.74,1.7284153699874878,2.46336030960083,0.583,0.6642383337020874,0.700777471065521,2.49,0.938,1.28,1.92,0.572
26,1.0644246339797974,0.486607730388641,1.38,2.58,0.49,0.238,0.387,0.373,0.257,0.388,0.3,0.23
27,1.34914767742157,0.6179657578468323,2.11,2.21,1.04,0.375,0.52,0.754,0.438,0.502,0.907,0.73
28,0.384,0.6093922257423401,1.60269808769226,2.4,2.6,2.3274993896484375,1.23649442195892,2.56,0.99,0.378,0.345,0.395
29,0.364024996757507,0.4627574682235718,3.56,4.5,1.17,3.32,1.15,0.889,0.46,0.364,0.367,0.348
30,0.537,0.3548189103603363,0.929764032363892,2.3906524181365967,2.46809577941895,0.871906757354736,0.4858759045600891,0.413,1.41,1.75,1.35,0.879
31,0.382,0.452,2.61,3.27,1.88,0.898,1.65,0.658,0.368,0.418,0.348,1.22
32,0.778,1.02,1.04,1.51,0.464,1.49,1.2301230430603027,0.458841741085052,0.269,0.407,0.323,0.413
33,1.63,0.633,2.12,1.92,2.09,2.24,3.19,0.6731424927711487,0.438213795423508,0.5344486236572266,0.407043695449829,1.85
34,0.822,0.9255293011665344,1.15801668167114,1.609810471534729,0.493548452854156,1.88694298267365,2.233149290084839,0.468,0.293,0.34989017248153687,0.317890524864197,0.318
35,0.3515479564666748,0.480459362268448,0.558,1.92,1.1,1.35,0.225,0.2,0.204,0.262,0.29,0.267
36,0.27,0.4182218015193939,1.12652206420898,0.9204295873641968,0.64944988489151,2.74,0.686,0.4,0.321,0.327,0.325,0.209
37,0.255,0.573,0.518,0.76,0.909,1.83,2.61,0.856,0.326,0.303,0.344,0.33
