"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",0.634,1.43,0.981,1.63,0.966,1.4,0.884584851029117,0.0327955597470531,0.388,0.271,0.326,0.21
"2",0.236,0.508,1.78,1.46,2.73,1.46,1.94,0.491,0.635651622188421,1.40549909680212,0.338,0.793
"3",1.04,1.65,3.15,2.74,1.83187473274889,1.01855242357612,0.692,2.38,0.358,0.415,0.394,0.355
"4",0.357,1.00368132882636,2.39,4.57,1.52,1.0744475565953,1.57289850094205,1.10199232992718,0.633354824138232,0.805,1.43,0.923
"5",0.568689888616012,0.465456485216296,1.23984537253024,2.6608450642093,3.11,0.817,1.81,0.989,0.541682358251103,0.804217004686433,0.654,2.42
"6",1.19465754500853,0.988724009797995,2.06390418674936,4.28,1.71,0.734,1.74,1.61,0.616,0.524,0.422,0.38
"7",0.347,0.323,0.852,1.55103205138429,0.984981658028993,0.679309472433758,0.765413163947633,0.721413935217469,0.546382973019876,0.435,0.328,0.432
"8",0.360781741898558,0.483138498716597,1.31,2.72,3.89,1.85107585085353,1.0805122452208,0.506,0.295,0.302,0.372,0.428
"9",0.387,0.272,2.51,3.18,2.31,1.37320776127252,1.25017825492072,0.58336540759556,0.116779877777899,-0.0551021896170293,0.293531963309731,0.375
"10",0.312521805021067,0.605756094324995,1.52,1.41024381075524,0.783003322749786,0.642520343451928,0.578854911454616,0.406829693187603,0.250024550263173,0.0364219512910219,0.279,0.227
"11",0.168398283236664,0.173462089830493,0.545,1.03878560035201,0.634711920055077,0.620836058320621,0.269859376019397,0.153106216931626,0.170873584092628,0.185213714386356,0.242164445774059,0.446
"12",0.414,0.422,1.63,3.25,1.89,2.38,0.663,0.302,0.198678945237722,0.265,0.274,0.307
"13",0.253,0.58,1.5,1.13,1.16,0.636,0.309,0.296,0.161565219169209,0.297712104839813,0.22,0.287
"14",0.138,0.39,0.666,0.680272561082676,0.609706368118437,0.729,0.399,0.269,0.246,0.279,0.381,0.301
"15",0.348,0.163,0.599,0.582282466879246,0.741871995891336,1.78,2.97,1.8,0.468,0.605,0.621,0.3
"16",0.338,0.338,0.690613823354375,1.08272344212791,0.62,1.69,1.34774805927619,0.610457588101675,0.317,0.494,0.485,0.28
"17",0.318,0.158,1.35,3.54,0.974,0.427,0.917,1.74,1.58,0.686,0.261051659922871,0.52862855084027
"18",0.996,0.732,1.32,1.11167384747275,0.727,1.37,0.518,0.414,0.287,0.487,0.386,0.327
"19",0.325,0.369017360138295,0.637150492714341,0.756793118695082,0.846069373365823,0.446860672459219,0.342,0.363,0.845,0.478,0.693,3.39
"20",1.69,0.468,0.664559307839744,1.55510417151981,2.32,0.666,0.497,0.424,1.45,0.627,0.467,0.898
"21",0.496,0.611,1.49,1.57757726989389,1.83079163032386,1.1,0.885,1.43,1.23,0.938,0.591,0.761
"22",0.503155045486731,0.556636944064494,0.674,1.5,1.17,2.1,2.07,0.443,0.595,0.274450958116863,0.500061433339294,0.393
"23",0.344,0.414,2.2,3.83,1.88,1.46,0.863,0.575,0.383,0.42,0.408,0.438
"24",0.388,0.531,1.3386113374954,1.66429317403277,0.488,0.402,0.446,0.208,0.277,0.173313037257014,0.244832658061317,0.239
"25",0.0373534285808167,0.286271135664106,1.03,0.846,0.491,0.852,1.68,0.961747021805778,0.409287172976381,0.858,0.833,0.506
"26",0.139068578288738,0.754196754491871,1.39,0.819,0.583,0.974,0.975,2.49,0.938,1.28,1.92,0.572
"27",0.669,0.700501643017501,1.42049109952932,2.58,0.49,0.190073852782583,0.283312545474276,0.373,0.257,0.388,0.3,0.23
"28",0.237,0.668,2.11,2.21,1.04,0.7872624963696,0.925643166092505,0.697405835730456,0.275455525674096,0.502,0.907,0.73
"29",0.384,0.462,2.28,2.4,2.6,1.04,3.82,2.56,0.935973950536635,0.479879270688824,0.208535304281257,0.302840120530849
"30",0.319,0.328,1.07974290386382,1.78410293811063,1.17,3.32,1.15,0.889,0.46,0.364,0.537887020879658,0.384126666757429
"31",0.537,0.762,1.13,0.695,0.587,0.441,0.371,0.413,1.41,1.75,1.35,0.879
"32",0.382,0.667899655822182,0.701147069106003,0.922739593274132,0.577646400210085,0.898,1.65,0.658,0.368,0.418,0.348,1.22
"33",0.778,1.02,0.802834003754573,0.623409713837811,0.464,1.49,0.791,0.256,0.269,0.407,0.323,0.413
"34",1.63,0.633,2.12,1.92,2.09,2.24,3.19,1.40991548780865,0.523692110217636,0.273141956306885,0.80091032140674,1.85
"35",0.822,0.347,1.24,2.2,0.643,0.967578000867807,1.16057483978039,0.468,0.293,0.391,0.302,0.318
"36",0.245,0.334911795853791,0.922121652754791,1.92,1.1,1.35,0.225,0.259598245256756,0.172665833203296,0.262,0.29,0.267
"37",0.27,0.342,1.42,2.24,1.28166100535717,0.720006587758742,0.673577729932044,0.596016736153048,0.321,0.327,0.325,0.209
"38",0.255,0.573,0.518,0.696861598741971,0.759792801213963,1.83,2.61,0.856,0.326,0.192477372992013,0.246189899285782,0.33
