100,352,254,458,284,170,133,109,98.7,80.8,106,99
73.8,229,387,254,NA,329.294126655946,291,98.8,NA,230.600984816392,145.100727467647,NA
NA,465,265,437,303,NA,331.354036309987,NA,116.173523573742,102,99,107
419.168692206463,596.065571486255,NA,499,NA,374.303541664487,323,347,121,NA,192.426116678913,290
192,218,665,307,NA,239.163465885307,NA,113.894689102277,141,151,NA,144.061390540178
NA,268.148911798396,314,NA,269.814432989691,NA,276.476517754868,154,86.7,NA,66.8,68.1
NA,239.761725817676,174,275,NA,115.794015309673,137,NA,67.228643006263,55.036214335421,72.2009742519137,NA
48.2,71.7,97.2,203,NA,285.693849330623,207,104,NA,35.7226308186494,67.4,82.1
58.1,NA,240.984837262721,432,NA,393.479905173403,277,96.7,86.6,49.2,64.4,81.5
138,NA,175.357256047091,205.89210162743,NA,NA,144.822410466751,81.8,43.5,42.9,39.9,32.9
73.8,NA,187.408198570891,386,337,NA,116.585332831892,57,37.2,NA,77.2514027830011,69.8
67.9,115,NA,212.383380541703,NA,116.542504845989,117,NA,48.6104921528664,57.0444892140893,NA,70.2
51.6,57.6,204,222,286,187,118,98.7,NA,130.954003336113,82.4,114
76.0246378773521,NA,170,146,129,164,99,50.6,NA,97.0680925950995,155.762826587248,NA
50.3260893326718,NA,79.8481927710843,NA,290,312,244,210,85.9,136,134,89
73.7,96.8,NA,141.535695538058,129,NA,95.9728346456693,64.2,56.7,94.1,151,88
67.7,62.3,186,NA,140.475285171103,100,68.3,68.5,122,78.5,NA,38.4634709397067
155,128,172,294,214,244,107,61.4,65.9,77,70.9,90.2
57.9306710993975,NA,167,209,342,286,152,85.8,NA,124.58288102338,131,216
345,127,174,303,336,132,NA,74.3680526198191,222,164,99.1,224
182,NA,356.73594399475,412,430,240,198,270,225,229,135,173
98.3224499320148,NA,156,NA,566.575127500981,526,NA,410.278540604158,166,NA,261.796783052177,124
147,232,NA,621.412823397075,456,NA,664.204724409449,407.453318335208,249.309336332958,NA,921,137
105,257,388,674,NA,331.811674946771,95.7,NA,NA,61.2684244144784,45.9,47
57.9,76.7,222,255,188,136,271,152,263,183,166,135
172,320,233,154,124,NA,333.785800831696,241,129,154,239,116
210,NA,186.671913560576,255,186,85,71.4,68.8,53.7,107,111,81
118.441873463,NA,343,499,249,181,NA,121.453107534093,78.9,105,177,224
NA,165.325885558583,443.441247003828,NA,534.512261580382,NA,368,376,NA,284.658855585831,107,172
195,167,438,814,336,469,244,216,210,86.6,106,92
148,269,296,167,199,189,94.5,87.9,169,159,226,200
118,140,368,430,NA,180.324739684838,145,121,73.2,NA,176.339662564731,212
NA,112.677506590808,303,NA,254.32922916211,152,145,108,63.4,74.4,NA,170.625938551796
NA,124.696493349456,239,334,318,343,357,219,134,118,120,292
182,161,201,236,162,154,NA,92.4635488308115,58.2,38.7,37.1,53.3
117.941881583727,NA,107,261,208,225,75.8,45.7,NA,58.5904831093353,53.9488993824918,NA
46.2,62.7,NA,138.278159323416,131,172,99.1,56.6,67,NA,118.820498277143,80.5044078252765
37.8243106462476,NA,113,134,201,138,173,118,NA,28.0328606885024,81.7,NA
