,0,1,2,3,4,5,6,7,8,9,10,11
0,41.3,203.0,131.0,232.0,129.0,102.0,72.37268606702192,49.187713480217205,47.3,35.9,53.8,39.7
1,31.1,128.0,218.0,138.0,345.0,108.0,133.0,47.7,166.0,80.1,36.8,91.4
2,186.0,230.0,166.0,223.0,106.0,112.0,89.01227681655445,103.0,38.3,39.4,36.3,43.6
3,31.7,69.6,139.0,203.29302553338914,170.6454239344302,238.0,171.0,162.0,50.9,107.0,159.0,161.0
4,88.9,128.0,445.0,181.0,297.0,104.0,95.9,94.2,74.3,61.191804742186086,94.4,234.0
5,182.0,68.0,193.0,287.0,207.0,80.0,122.0,54.350514110442795,37.61359071770552,42.0,41.9,45.7
6,46.3,95.3,140.0,153.0,97.0,93.1,78.55612905684785,56.6,27.3,25.2,19.9,24.3
7,52.392888503228946,38.0,65.4,133.0,263.0,175.0,129.0,59.8,46.6,54.2,40.3,51.6
8,45.5,54.8,264.0,292.0,282.0,245.0,155.0,47.5,32.5,27.2,44.894231341366385,47.3
9,52.43676056301179,71.6,153.0,190.1062763577627,75.0,56.5,59.1,40.1,19.5,23.4,22.0,17.1
10,39.1,90.9,130.6135069522397,209.44170478533596,153.0,144.0,41.7,30.6,15.4,20.0,25.7,41.2
11,37.6,71.5,199.0,331.0,132.0,158.0,59.0,27.0,34.0,24.6,19.7,54.40607082432932
12,28.6,47.1,123.22117770352563,198.89751682810015,152.0,103.75360318486418,47.9,47.4,76.4,46.303204786870324,32.6,68.6
13,32.1,59.3,97.3,74.9,58.9,82.6,78.55486636663656,47.293023216240364,22.8,25.4,52.0,50.0
14,45.9,26.5,51.1,47.0,163.0,137.0,120.0,98.6,34.8,69.9,68.6,35.2
15,30.8,40.4,89.7,132.0,144.54128794485638,98.8,58.2,30.0,18.5,55.8,94.6,59.1
16,41.2,80.07520886642106,131.0,262.0,153.8957314343557,102.95772606956689,45.3,41.6,83.8,35.2,39.5,132.0
17,96.0,79.7,128.0,178.0,109.0,114.0,74.02624589710439,27.9,27.2,41.57488912057452,28.7,36.8
18,51.1,102.0,112.0,127.0,169.0,101.34660672930515,53.8,30.0,52.8,37.8,58.9,65.42940008267323
19,158.0,52.3,103.0,200.0,167.0,71.8,79.75267239320712,46.4,131.0,50.69339178212114,51.68062718792241,128.0
20,81.2,86.5,127.0,286.0,221.0,131.0,102.0,128.0,47.292050318095946,133.0,70.0,111.0
21,141.0,93.5,95.7,210.0,156.0,114.42810907900193,273.0,65.97427850988105,85.7,158.0,169.0,66.9
22,74.2,107.0,162.6632076776215,412.0,262.0,125.0,97.9,59.1,48.2,43.4,46.9,68.8
23,46.4,118.0,288.0,434.0,91.0,36.5,51.5,27.7,32.5,45.357045834538816,22.6,28.7
24,34.2,52.7,186.0,149.0,76.5,72.0,79.3168898487692,66.5,145.0,90.7,100.0,75.8
25,95.0,238.0,147.09140353980848,101.0,62.0,71.6,55.3,160.0,78.4,95.2,172.0,56.8
26,123.0,78.49864826991642,121.0,170.0,79.7,33.9,39.9,39.5,22.2,54.1,61.1,43.0
27,45.8,82.60889485630264,239.0,333.0,149.0533709892739,65.8,42.4,82.1,45.1,49.8,48.95217656546012,111.0
28,55.6,79.66485611459856,267.0,320.0,278.0,155.0,245.0,57.50764074684795,42.48390186089847,54.3,51.3,92.8
29,96.6,81.9,300.0,536.0,164.0,297.0,125.0,121.0,41.72805409563861,40.2,68.6,65.66996338761871
30,102.0,177.0,185.0,87.9,140.009313015606,86.3,47.8,65.6205387372506,112.0,93.2,137.0,123.0
31,73.1,81.7,269.0,309.0,156.0,93.6,83.8,55.4,33.2,48.7,45.8,141.0
32,56.19721922555967,118.0,177.0,182.0,138.38786197925265,88.3,73.1,50.2,26.7,47.88470627166564,65.7,72.1
33,210.0,84.60646069890728,177.0,219.0,190.0,121.1209818542424,246.0,119.0,67.5,52.5,67.4,203.0
34,108.0,75.28563949629947,126.0,150.0,149.01661971339587,90.8,92.8,60.0,27.3,46.805983032921404,45.07284357306784,34.2
35,25.1,23.3,78.1,201.0446151777336,147.268794871957,131.0,30.2,21.3,17.2,20.8,26.5,57.35541780558363
36,26.2,40.3,122.0,211.0,147.30999968087355,118.0,53.1,27.6,40.9,59.2,42.4,30.5
37,60.4,79.0,75.5,77.0,94.3,67.6,84.7,46.9,29.6,29.0,27.0,56.1
