16.7,73.3,NA,99.9654312133789,45.5,37.6,22.6,16.3,18.5,12.9,NA,12.2749710083008
10.5,48.3,64.8,53.9,134,38.5,53.7,18.1,86.8,30.9,16.1,47.3
56.4,60.3,92.2,86.7,51.3,27.7,25,46.4,15.6,13.5,NA,31.6495838165283
10.1,14,47.9,112,68.3,88.7,57.2,38.7,NA,33.8774108886719,63.5,36.3
24.5297889709473,NA,146,NA,85.3020858764648,37.2,59.5,32.5,22.6,38.3,43.1,81.3
44.1,14.3,36.5,103,NA,79.0590362548828,51.9,31.3,14.1,NA,12.9108247756958,13.2
19.8,26.2,54.5,56.9,44.4,40.4,23.6,25.9,10.9,10,9.3,8.7
8.59,11.9,17.9,NA,53.4726829528809,56.1895217895508,NA,16.2,14.1,16.7,NA,23.9728393554688
NA,32.3241081237793,23.5,NA,37.480899810791,37.9158058166504,23.6787452697754,NA,NA,13.0501012802124,15.6,18.7
36.7536582946777,NA,64.5,135,31,NA,22.1,15.8,9.5,NA,8.34062004089355,8
11.2,33.2,NA,135.684326171875,53.6,47.5,17.9,NA,14.5427751541138,9,11.1,13.4
13.7,17.8,69.1,134,53.3,55.8,21.3,12.8,16,10.3,9,16.9
9.44,27.9,61.7,73.4,50,24.4,16.7,21.8,31,17.1,14.3,31.5
15.7,27.4,44.1,34,29.4,36.9,NA,18.4509105682373,10.4,11.4,NA,10.8118019104004
19.2877941131592,NA,27.2,27.1,NA,45.0067100524902,42.2,37.1,16.2,23.7,26.3,13
9.22,11.9,35.3,65.9,24.4,43.4,28.6,14.4,12.8,28.9,52.8,22.8
12.7651300430298,NA,65.4,110,51.9,21,23.1,23.8,NA,37.933837890625,18.8,61
37.6,36.3,66.5,88,55.9,41.4,20.4,12.2,9.6,15.3,13.4,18.1
19,NA,126.047142028809,69.5,79.3,40.4,23.7,NA,26.3564720153809,NA,21.1861305236816,119
45.2,16.4,26.4,86.4,65,22.9,18.5,NA,32.045238494873,36.4,21.6,42.6
21.9,28.8,45.8,89,93.5,51.6,NA,28.1006011962891,53,NA,71.4987182617188,37.1
14.5344648361206,NA,31.4,NA,86.1356735229492,119,71.4,21.4,NA,36.7470626831055,56.7,20
NA,32.5370712280273,105,181,73.4,36.8,27.4,18.5,13.8,13.9,14.3,23.8
15.6,28.5,117,171,30.2,NA,22.3575916290283,NA,14.7937898635864,9.7,NA,16.2012157440186
NA,53.7504692077637,80,72.8,29.1,29.1,48.1,19.1,55.3,29.7,40.6,18.1
NA,55.1804809570312,83.6,46.6,29.3,36.5,24.1,NA,49.9374504089355,44.7,71.5,22.4
37.9,NA,59.6817932128906,75.7,33.1,13,17.8,NA,14.910192489624,21,23,9.93
8.7,36.1,92.9,NA,30.7924728393555,27.5940418243408,NA,31.5,NA,14.3465375900269,NA,20.4126777648926
19.2,32.5,88.1,136,107,33.3,83.1,68.6,NA,17.8751392364502,NA,66.7923202514648
26.5,26.5,106,NA,64.8307800292969,108,45.8,44.1,31.1,15,29,16
44.6,70.1,76.6,37.1,33.5,26.8,18.3,18.1,54.2,39.6,NA,21.4036960601807
30.9,23,NA,154.708892822266,67.2,32.7,44.5,24.4,15.4,16.6,19.9,48.1
26.4,43.7,50.6,76.1,22.5,41.7,28.3,23.1,11.4,18.1,NA,18.2688159942627
67.1,53,NA,83.8434219360352,79.3,66.8,75.4,35.2,25.3,19.1,24.7,83.1
NA,19.8704166412354,NA,NA,31,30.4,35.6,21.1,11.2,10,8.6,12.1
39.9789733886719,NA,46.7894897460938,73.2190322875977,48.8534698486328,NA,10.9,8.4,7.9,8.7,9.8,9.8
9.6,NA,39.3556747436523,87.9,22,54.5,NA,15.9971370697021,19.4,14.1,14.3,12
NA,23.0124015808105,32.9,30,26,NA,25.6640281677246,18.3,10.9,12.5,10.4,14.2
