"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",100,158.246108794928,269.520457917925,458,284,170,133,141.603519560044,89.4675155022737,80.8,106,99
"2",73.8,229,387,709.219820342454,616.526654828559,267,205.952480579796,216.056298244167,138.541780067704,140.73209389317,98.7028421269474,153.302974266164
"3",327,465,265,437,303,292,221,233,116,102,99,107
"4",87,702.907591279219,558.06939337172,499,398,486,323,347,121,183,254,290
"5",123.910267444359,574.311621552848,665,307,522,207,143,168,141,151,184,418
"6",323,126,314,463,406,206,195,154,78.7218776895883,61.4864923800063,64.0358987126026,82.9633967338467
"7",74,104.712513079856,172.31472346534,275,180,154,137,93.7,57.2,50,39.7,45.1
"8",48.2,86.2199618425999,302.206187774179,203,421,301.7698664491,229.345517845062,104,85.4,96.1,67.4,82.1
"9",58.1,104,365,432,469,364,242.218845706432,100.418851424056,86.6,88.4010385789899,53.4517399315609,81.5
"10",138,126,196,398,212.015740195196,237.81245645813,115,81.8,43.5,42.9,39.9,32.9
"11",75.9873632627314,96.6001842523378,164.526800013679,317.198531773658,173.365730990683,114.425440190611,88,57,37.2,38.8,42.7,69.8
"12",177.275364697842,165.657845382805,295,479,271,303,151.195652531925,105.080614726692,69.6,55,45.5,70.2
"13",51.6,57.6,204,222,354.393753285455,255.648128749527,183.029522060497,70.527174334441,154,98.1,82.4,114
"14",76,190.047846874723,156.13275559762,146,88.9015913055023,84.4304846845826,65.041077145735,66.7586023343379,45.4,57.1,88,85
"15",75.5,48.7,92.8,104,290,312,244,210,85.9,136,134,89
"16",73.7,96.8,132,210,129,81.2374120640652,96.7600048685491,55.2635345666991,54.0275645278858,94.1,151,88
"17",67.7,325.971198224042,300.826050485095,395,206,73.041397863245,74.7111481046228,68.5,122,78.5,83.2,175
"18",155,128,172,294,214,244,107,61.4,65.9,77,70.9,90.2
"19",52.7461596016182,66.0821114375333,167,209,342,261.326686063519,135.376547736613,85.8,122,100,131,216
"20",345,127,174,303,336,132,103,87,68.817558804782,164,99.1,224
"21",98.8048011412291,178.07032487156,202,551.489099623277,444.835468341464,240,160.14858133165,147.007378186753,67.1530466630864,124.261623821869,129.413867158703,173
"22",243,145,156,331,291,526,441,143,166,259,278,124
"23",342.242298965992,375.681532313286,496,511,566.621461009612,312.069382338031,240,149,121,908,921,137
"24",105,257,388,448.160943983819,282.152111812299,92.5,130.142806877397,108.290775308241,90.9,49.7,45.9,47
"25",57.9,76.7,222,255,188,136,271,152,263,183,166,135
"26",172,320,233,448.860113916273,323.501157185539,132,160.023615623685,68.3064585514205,129,154,160.385281710223,259.04881935547
"27",63.184835525555,74.2486752415673,166,255,186,85,71.4,68.8,56.529902518912,102.170668475759,111,81
"28",91.7,441.252741003391,414.731723257344,499,278.853055551932,98.8728979415059,103,155,78.9,105,177,224
"29",210.021412166066,427.885064286022,437,637,531,286,368,376,205,141.906359571666,132.542932350619,172
"30",69.9869833695483,125.192428124505,349.640458566013,294.75845692984,679.674910109632,469,244,216,210,86.6,106,92
"31",86.780304798839,79.8583897927277,303.472922793413,506.325264335914,340.035925539608,189,130.529919803914,70.1626123164047,169,165.863214439586,172.740379047118,200
"32",84.3168670210514,405.725721765075,368,430,316,90.9122463219186,153.299775553281,121,73.2,105,93.1,212
"33",67.4817391212222,314.246720225526,303,277,147,152,145,110.386264171857,58.0622597237125,74.4,139,112
"34",205.468528767421,222.252248721505,239,334,318,343,357,219,165.095278351531,110.45477673055,120,292
"35",75.2623383718458,106.723790727743,201,236,162,154,166,121,58.2,38.7,37.1,53.3
"36",46.2,48.8,107,261,131.804387029453,161.352096976453,75.8,45.7,31.4,34.5,46.1,44.7
"37",46.2,62.7,180,313,131,172,99.1,56.6,67,113,79.6,67.9
"38",100.932612061484,109.177303865316,113,164.071318516595,154.303922796313,138,173,118,81.1,83.7,81.7,120
