,0,1,2,3,4,5,6,7,8,9,10,11
0,16.7,73.3,50.5,72.2,34.892242789292865,37.6,22.6,16.3,18.5,12.9,26.0,14.2
1,10.5,48.3,64.8,53.9,134.0,38.5,53.7,18.1,36.79059014747363,30.9,45.58476103997307,47.3
2,56.4,30.439971990929934,92.2,124.23370151598641,51.3,27.7,28.11570988708658,46.4,15.6,13.5,14.3,19.517682080184677
3,10.1,14.0,47.9,112.0,68.3,88.7,57.2,38.7,26.399151661925742,28.52252995885237,63.5,36.3
4,23.4,59.71240147059641,146.0,67.9,100.0,37.2,59.5,32.5,22.6,38.3,43.1,81.3
5,22.821736957852462,14.3,36.5,103.0,69.2,31.7,51.9,31.3,14.1,13.1,12.9,13.2
6,19.8,34.661491755856204,54.5,56.9,44.4,40.4,23.6,25.9,10.9,10.0,15.447305383506903,8.7
7,8.59,24.502847896508996,17.9,45.6,118.0,79.5,47.4,16.2,18.67352033972215,16.7,27.094069897144227,18.5
8,11.2,11.3,23.5,149.0,102.0,85.6,51.4,17.9,14.2,15.939951374142925,15.6,49.44928914129255
9,23.38610522249528,20.7,64.5,135.0,31.0,39.19427542694845,22.1,15.8,9.5,11.243203510343301,8.8,16.041535539549578
10,11.2,33.2,24.5,92.8,53.6,47.5,17.9,15.905252743134694,8.9,9.0,15.991733026155481,13.4
11,22.381142916781336,17.8,69.1,134.0,53.3,55.8,21.3,12.8,16.0,10.3,9.0,16.9
12,9.44,27.9,55.423302047820144,73.4,38.184371486113285,24.4,16.7,21.8,16.77052010306556,17.1,24.03346010897975,31.5
13,15.7,27.4,44.1,34.0,29.4,36.9,20.1,10.3,10.4,11.4,26.3,21.8
14,21.7,10.3,27.2,99.09816050234836,68.5,58.00300149415369,42.2,37.1,16.2,23.7,26.3,13.0
15,9.22,11.9,35.3,65.9,24.4,43.4,28.6,14.4,12.8,28.9,52.8,22.8
16,19.8,13.0,65.4,110.0,51.9,21.0,23.1,23.8,55.7,27.861473570105836,18.8,61.0
17,37.6,30.787767530327457,66.5,88.0,43.46348261443884,41.4,20.4,12.2,9.6,15.3,13.4,18.1
18,30.01255311174949,40.55052032428017,56.9,84.16883654302914,79.3,40.4,23.7,14.4,25.4,16.7,26.8,119.0
19,45.2,55.56000439301497,26.4,86.4,65.0,22.9,18.5,11.9,55.4,36.4,21.6,42.6
20,29.917456671000373,54.255245184118195,45.8,89.0,58.09745402609587,40.72933509335511,37.1,41.0,53.0,63.3,27.6,37.1
21,36.76731415300095,40.72095291413725,80.07578857822698,88.6,62.6,50.2168827878964,71.4,35.3933002121767,27.9,30.982973316074336,56.7,20.0
22,18.1,27.017739680082627,85.0959864258818,181.0,73.4,36.8,27.4,18.5,13.8,13.9,14.3,19.931211136112495
23,15.6,28.5,117.0,171.0,30.2,14.6,26.2,12.2,13.6,9.7,9.9,11.8
24,11.9,20.1,80.0,72.8,29.1,29.1,48.1,19.1,55.3,29.7,40.6,18.1
25,27.3,95.7,82.62810211308455,46.6,29.3,36.5,24.1,63.3,29.9,44.7,71.5,36.97073490155821
26,37.9,27.581042455393003,37.1,75.7,33.1,13.0,17.8,15.3,15.930922674035566,12.810178902958082,23.0,9.93
27,8.7,36.1,92.9,113.0,51.5,20.5,19.9,31.5,16.6,19.8,39.3,44.8
28,19.2,32.5,88.1,136.0,57.64557723087412,33.3,34.60732446458275,68.6,24.8,21.20429792976097,15.4,39.28892420960381
29,26.5,26.5,106.0,111.91158469628546,62.9,108.0,45.8,44.1,31.1,15.0,29.0,16.0
30,44.6,70.1,76.6,73.45344213592082,33.5,26.8,18.3,18.1,54.2,39.6,52.7,40.5
31,30.9,23.0,101.0,137.0,67.2,32.7,44.5,24.4,19.1876056790743,16.6,19.9,48.1
32,23.599240810575953,43.7,50.6,76.1,42.251402041567445,41.7,28.3,23.1,17.613823461495212,18.1,19.2,35.373934567955686
33,67.1,53.0,70.9,84.9,79.3,66.8,75.4,35.2,25.3,19.1,24.7,83.1
34,37.5,31.196354862000835,43.5,62.9,31.0,30.4,23.037955179686804,16.557618107400607,11.2,10.0,8.6,12.1
35,9.6,8.0,37.7283813654693,77.3,38.60724739592447,57.9,10.9,8.4,14.090788326079611,8.7,19.80757559591118,14.902441769548993
36,22.225857274894018,15.7,40.3,87.9,22.0,54.5,16.0,12.8,19.4,14.1,14.3,12.0
37,32.48897724713063,33.5,70.09456545706784,112.80023337864563,52.97407316224361,22.8,37.8,18.3,10.9,12.5,10.4,17.456724989041
