,0,1,2,3,4,5,6,7,8,9,10,11
0,100.0,352.0,254.0,458.0,284.0,170.0,133.0,109.0,98.7,80.8,100.31056499385936,99.0
1,73.8,229.0,387.0,254.0,409.83879922262975,267.0,291.0,98.8,247.0,191.0,85.5,138.0
2,138.54742641618424,465.0,302.3026833782784,463.8460559454398,382.21206746228455,292.0,212.31451987127434,233.0,116.0,102.0,119.77587788450724,107.0
3,87.0,185.0,202.0,499.0,398.0,486.0,313.55236620816726,347.0,121.0,183.0,167.1981542727707,290.0
4,192.0,218.0,665.0,362.4249125635101,522.0,365.58289099748276,143.0,168.0,141.0,151.0,184.0,418.0
5,105.30790972928517,126.0,222.10279437171232,388.6945763171657,406.0,206.0,195.0,154.0,86.7,71.8,66.8,68.1
6,74.0,161.0,174.0,375.7321541672905,180.0,144.0155622335552,137.0,93.7,57.2,50.0,39.7,45.1
7,48.2,71.7,97.2,203.0,421.0,310.0,181.37666281671227,104.0,85.4,96.1,67.4,97.60106532455725
8,58.1,236.022941059798,365.0,432.0,469.0,264.8168422570442,167.56911635777564,96.7,89.28003351561361,49.2,64.4,81.5
9,138.0,126.0,196.0,398.0,185.0,129.0,115.0,81.8,43.5,42.9,39.9,32.9
10,73.8,143.0,93.0,386.0,337.0,265.4605970292846,88.0,57.0,69.38812167997644,38.8,42.7,69.8
11,67.9,115.0,295.0,479.0,337.6306903162488,303.0,117.0,55.5,69.6,55.0,45.5,70.2
12,51.6,158.12975876203217,204.0,301.91776264178344,286.0,187.0,118.0,85.01292705680568,154.0,98.1,82.4,114.0
13,91.90148455134782,118.0,170.0,325.1253833303964,129.0,177.47510504993585,99.0,50.6,45.4,57.1,88.0,85.0
14,75.5,48.7,92.8,104.0,290.0,312.0,244.0,210.0,85.9,131.61231339316163,134.0,179.1655397417877
15,121.15674281794254,96.8,173.42732413090175,210.0,129.0,172.0,113.0,64.2,56.7,94.1,151.0,88.0
16,67.7,145.123335863923,186.0,395.0,206.0,100.0,68.3,68.5,122.0,78.5,83.2,100.60400337007414
17,155.0,149.46692028175173,202.78743947007925,360.29603064524383,214.0,244.0,107.0,61.4,65.9,77.0,70.9,90.2
18,106.0,116.19033247302616,167.0,209.0,342.0,286.0,152.0,85.8,122.0,140.82112498990543,131.0,216.0
19,345.0,127.0,193.52504821554547,303.0,336.0,282.700942563486,103.0,87.0,222.0,181.40019151672078,99.1,224.0
20,182.0,164.35266212565023,202.0,287.6002322416589,430.0,240.0,198.0,159.21489962350503,225.0,229.0,138.1242451480548,173.0
21,243.0,145.0,156.0,305.70607792024634,291.0,526.0,441.0,143.0,186.4709832521773,259.0,278.0,304.0062342755829
22,147.0,232.0,496.0,511.0,456.0,243.0,240.0,275.09887627010187,121.0,908.0,137.5483187825129,137.0
23,105.0,257.0,388.0,674.0,223.0,92.5,95.7,67.2,90.9,49.7,45.9,47.0
24,57.9,170.92273226549972,222.0,263.36164003051675,188.0,136.0,271.0,152.0,263.0,183.0,166.0,135.0
25,172.0,159.76921712278707,233.0,154.0,124.0,132.0,92.0,88.54704978396494,129.0,154.0,137.42622994812672,116.0
26,210.0,111.0,166.0,255.0,186.0,85.0,71.4,68.8,53.7,107.0,111.0,81.0
27,91.7,194.0,343.0,317.2573942799263,249.0,181.0,103.0,155.0,78.9,105.0,177.0,224.0
28,177.0778543160919,143.0,437.0,510.70433342171157,531.0,286.0,222.32641584228531,376.0,205.0,122.0,107.0,172.0
29,195.0,167.0,226.55934047665386,814.0,336.0,274.35163030762817,244.0,216.0,91.25920188995451,86.6,106.0,92.0
30,148.0,269.0,296.0,167.0,199.0,189.0,94.5,87.9,169.0,159.0,226.0,200.0
31,118.0,140.0,368.0,332.20212138127687,326.70761852208057,199.0,145.0,121.0,73.2,105.0,93.1,127.81586177867723
32,120.0,176.0,303.0,277.0,147.0,152.0,145.0,117.9629238379075,63.4,74.4,139.0,112.0
33,130.80168678563396,225.0,313.2233696627493,334.0,318.0,343.0,357.0,219.0,126.01895673321327,118.0,120.0,292.0
34,182.0,161.0,201.0,376.25901582395255,162.0,154.0,166.0,121.0,58.2,38.7,37.1,48.336215357707
35,46.2,48.8,107.0,261.0,208.0,225.0,75.8,45.7,31.4,34.5,46.1,44.7
36,46.2,123.65407437959638,180.0,313.0,131.0,172.0,99.1,56.6,67.0,113.0,79.6,67.9
37,99.7,115.0,113.0,320.04608782029936,201.0,138.0,173.0,118.0,92.3004705844237,83.7,81.7,120.0
